cluster,lat,lon,poi_count,cluster_area_km2,education,leisure,other,religion,retail,transport,work,seniunija,seniunija_nr,total_ev_score,ev_density,population,young_share,working_share,senior_share,district_area_km2,district_pop_density,jam_score_norm,poi_total,poi_density,dist_to_existing_m,lag_neighborhood_traffic,lag_neighborhood_retail,lag_neighborhood_leisure,predicted_ev_density,demand_score,svm_label,svm_probability,svm_prediction
182,54.6986405125,25.2112840875,8,0.0141436769320677,0,1,0,0,1,6,0,Karoliniškės,10.0,95.52803929389124,6754.116327226216,24448.0,0.2181765219924264,0.5360159793599933,0.2458074986475802,3.7638223321865,6495.524454204919,0.8197958688104301,8,565.6237793343361,433.5082628827278,0.6753603788438612,105.39084492227984,58.88198969733905,7739.458352133573,0.2197140607483187,-1,0.3901577824103858,1
199,54.63086403333333,25.2567008,3,0.0052322649469623,0,0,0,0,2,1,0,Naujininkai,19.0,45.42242738523328,8681.216996017034,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,3,573.3654603522539,1777.074708244803,0.0,129.74676939447932,1.9773792925785896,7702.330325191111,0.218660040015091,0,0.1598479020249487,0
130,54.64381336666667,25.2678421,3,0.005,0,0,0,0,0,1,2,Naujininkai,19.0,47.33774737806474,9467.549475612948,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,3,600.0,342.3580797019652,0.0,17.738341431204763,45.38197884738731,7692.819546199408,0.2183900402582513,-1,0.16404221861310986,0
70,54.71046621016949,25.263313833898305,59,0.0821716136974844,0,10,0,0,41,7,1,Šeškinė,5.0,107.57960237481934,1309.2063978550393,31102.0,0.2077624052148463,0.5527471065584675,0.2394904882266861,4.46216580764561,6970.157842792147,0.7189901509724219,59,718.0095089431867,93.57225629620822,0.709381702637204,294.64843871894254,74.43758566896793,7647.360464473397,0.2170995107419115,1,0.5174378324200546,1
188,54.7376793,25.25125092,5,0.0092470186976244,0,1,0,0,0,1,3,Fabijoniškės,4.0,82.85657342679158,8960.35534653756,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,5,540.7148145255208,488.3176352868629,0.2733590642742255,33.15588737122379,50.233623120027104,7504.603115473682,0.2130467985980771,0,0.3460995171094549,1
177,54.660494619999994,25.233784179999997,5,0.006907968192295,0,0,0,0,3,2,0,Vilkpėdė,18.0,65.81869909457117,9527.938934053567,19310.0,0.2016750932025943,0.6008886165160104,0.1974362902813952,10.747060251439992,1796.7704235595652,0.1493562033409003,5,723.8018272256802,192.45458844297957,0.1493562033409002,288.9565165797453,41.52537316979204,7470.528936248632,0.212079472986442,-1,0.18379110784903402,0
150,54.7348938875,25.338563675,16,0.0195480620679503,2,3,0,0,4,6,0,Antakalnis,13.0,61.98082574587955,3170.689019219925,39128.0,0.2847511312217194,0.549185520361991,0.1660633484162895,77.15186977248901,507.1555636355083,0.0,15,818.4954572163209,53.0454625119646,0.0,204.62386430408023,153.46789822806016,7076.032788883098,0.2008801943620723,1,0.43229939006918716,1
148,54.69148757272728,25.245944145454544,11,0.017836535577798,0,1,0,1,0,7,2,Žvėrynas,6.0,88.54784641748338,4964.408364576312,12089.0,0.3000692520775623,0.5484764542936288,0.1514542936288088,2.6207114544034837,4612.869524299329,0.8713488905968868,11,616.7116900039845,67.12780435008335,0.8713488905968867,27.496417649574493,90.15585132508568,6809.489986644667,0.1933133597363782,1,0.3888628743746746,1
181,54.7371188,25.23777315,6,0.0125719237421994,1,0,0,0,2,3,0,Fabijoniškės,4.0,78.29302907506725,6227.609288804853,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,6,477.25392891623824,415.5732413838601,0.3606828259950722,63.20401940908376,8.035473082205481,6537.678130742392,0.1855969429146038,-1,0.30465495013055527,0
121,54.71216625555556,25.229648088888887,9,0.0136760419963249,1,0,0,1,4,3,0,Viršuliškės,9.0,68.47539925864683,5006.960294290403,4014.037054284857,0.2267200686597053,0.542411672149907,0.2308682591903876,2.5272827250660392,1588.2817598810468,0.6271437258142741,9,658.085139137371,344.0163056679965,0.6578660676616939,190.2864678384439,44.43482396714808,6521.106941860597,0.1851265064790046,-1,0.39461592017050773,1
