cluster,lat,lon,poi_count,cluster_area_km2,education,leisure,other,religion,retail,transport,work,seniunija,seniunija_nr,total_ev_score,ev_density,population,young_share,working_share,senior_share,district_area_km2,district_pop_density,jam_score_norm,poi_total,poi_density,dist_to_existing_m,lag_neighborhood_traffic,lag_neighborhood_retail,lag_neighborhood_leisure,predicted_ev_density,demand_score,svm_label,svm_probability,svm_prediction
19,54.772383625,25.2722771125,8,0.0114156071914755,0,2,0,0,3,3,0,Verkiai,1.0,55.981407692446886,4903.936054689276,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,8,700.7949613029718,136.47799016739597,0.0,262.79811048861444,175.19874032574296,5910.678218977455,0.1677971576538259,1,0.2129628304783499,0
136,54.72200341818182,25.332244445454545,11,0.0178296698564103,4,2,0,0,1,4,0,Antakalnis,13.0,47.48740327402392,2663.392180363383,39128.0,0.2847511312217194,0.549185520361991,0.1660633484162895,77.15186977248901,507.1555636355083,0.0,11,616.9491689183,283.22055963561564,0.0,16.825886425044544,162.6181122264043,5764.586531287783,0.1636497875817298,-1,0.35593885109881374,1
140,54.685326970000006,25.20518948,10,0.0189708214863918,0,2,0,0,5,3,0,Karoliniškės,10.0,92.75957004935144,4889.591635021709,24448.0,0.2181765219924264,0.5360159793599933,0.2458074986475802,3.7638223321865,6495.524454204919,0.8197958688104301,10,527.1253017257701,29.061028867116963,0.6550433820711303,198.466109831571,120.2593224080538,5743.259194024209,0.1630443297238376,1,0.40417392330470736,1
133,54.72736278333334,25.27108195,6,0.0120356374132144,1,0,0,0,0,5,0,Verkiai,1.0,41.435549887866166,3442.7383000398836,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,6,498.5195045351203,171.8400109319873,0.0,37.55520991174698,35.54888772495698,5690.75446328386,0.1615537825725271,-1,0.1909362081641275,0
169,54.68761872857143,25.290832385714285,7,0.0151420983204132,0,0,5,0,1,1,0,Senamiestis,16.0,63.26069654484597,4177.802521567546,10158.0,0.2599523155841341,0.6226789971822845,0.1173686872335813,4.406772086999922,2305.0885771847225,0.8726525869713228,7,462.287316584336,329.5077238604268,0.8726525869713228,299.8123135679001,0.0,5163.250549371931,0.1465785709087456,-1,0.1396179335178853,0
86,54.697364139130435,25.299684047826087,23,0.0479691995432194,0,4,1,1,8,8,0,Žirmūnai,2.0,95.09335791955476,1982.3836717116224,43453.0,0.2329431132248033,0.57021675507591,0.1968401316992866,5.681409273017094,7648.278430911989,0.7461602624238627,22,479.47433392707353,40.23916798140267,0.7836739920586352,188.24598148864175,144.42623214763856,5146.779865756998,0.1461109876986958,1,0.4597993607404256,1
45,54.73666262,25.080256839999997,5,0.0096987039154966,1,0,0,0,3,1,0,Grigiškės,21.0,46.28161896576692,4771.938536222154,10486.0,0.235561323815704,0.5648465745805136,0.1995921016037823,7.009228254469938,1496.027753599385,0.0,5,515.5328014510263,6341.7210456759885,0.0,309.3196808706158,0.0,5049.944490038168,0.1433619460144792,0,0.20494179605864127,0
28,54.68300064,25.23549062,5,0.0087895669652643,0,4,0,0,0,1,0,Vilkpėdė,18.0,54.67638583415139,6220.600633709068,19310.0,0.2016750932025943,0.6008886165160104,0.1974362902813952,10.747060251439992,1796.7704235595652,0.1493562033409003,5,568.8562382833671,854.4843579900784,0.1493562033409003,0.0,455.0849906266936,5038.24537313645,0.1430298219348998,0,0.22747989931261772,0
117,54.72785195,25.220176783333333,6,0.01331307715362,0,0,0,0,4,2,0,Pašilaičiai,7.0,71.19369275246757,5347.6511801863235,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,6,450.6846862499044,777.2652775755888,0.4225091296733799,174.77322621935923,3.7564041677965623,5038.185364827992,0.1430281183700597,0,0.2891814077492782,0
58,54.74904136,25.20675586,5,0.0109636602145573,0,0,0,0,3,2,0,Pašilaičiai,7.0,71.57966783548976,6528.8112213152945,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,5,456.0520758716248,1327.607489988844,0.4425137670544916,273.63124552297484,0.0,5035.249595638867,0.1429447753581053,0,0.2862749717065978,0
126,54.71793571578947,25.222119952631576,38,0.0769736550198667,1,6,1,0,18,8,3,Justiniškės,8.0,89.25475274582556,1159.549364295994,23351.0,0.2363450932990859,0.5186220442698497,0.2450328624310644,2.90271033955168,8044.550529835689,0.2334564301239184,37,493.6754008912829,122.49290272164504,0.3837289567107553,223.90145359536015,75.12447035335856,4875.5345515510235,0.1384106543250148,1,0.466942259279241,1
114,54.66733123157895,25.215271110526317,19,0.0321656042747345,1,4,0,0,9,5,0,Lazdynai,11.0,60.43717179786755,1878.9378642371676,23932.0,0.2434296365330848,0.5691829760795278,0.1873873873873874,9.95551425327569,2403.8939015255382,0.1743439950603415,19,590.6930843803285,390.29821765026753,0.1743439950603415,799.0842245366897,37.30693164507338,4820.274380433571,0.1368418834832523,-1,0.4097779740322699,1
113,54.707267550000005,25.235425233333338,6,0.0119805759100751,0,3,0,0,0,3,0,Viršuliškės,9.0,57.16561208703589,4771.524550749042,4014.037054284857,0.2267200686597053,0.542411672149907,0.2308682591903876,2.5272827250660392,1588.2817598810468,0.6271437258142741,6,500.81064925720995,554.4655784993959,0.659354191088636,55.18599315006395,87.2142744251595,4746.665801489071,0.1347522230638831,0,0.4096901769558229,1
137,54.66873987142857,25.234424257142855,7,0.0155126516120048,0,0,0,0,1,6,0,Vilkpėdė,18.0,46.21879810382825,2979.4260362336013,19310.0,0.2016750932025943,0.6008886165160104,0.1974362902813952,10.747060251439992,1796.7704235595652,0.1493562033409003,7,451.2445824918094,13.142775183472397,0.1493562033409002,66.12006578153273,14.827204630431453,4736.78755927793,0.1344717914612417,1,0.16573622956265324,0
197,54.711960228571435,25.27754494285714,7,0.0166406176315917,2,0,0,0,0,5,0,Šnipiškės,3.0,71.61504005139899,4303.628725621341,14652.0,0.2250902961714423,0.6276908259089815,0.1472188779195762,3.1264068279410937,4686.53019468011,0.690080065183502,7,420.6574632609018,352.35818458364,0.690080065183502,42.66770541915292,14.222568473050972,4661.274175810764,0.1323280558963566,-1,0.2083222508144851,0
165,54.73686204375,25.2116038875,16,0.0286319655060041,0,2,0,0,7,7,0,Pašilaičiai,7.0,78.96953722495263,2758.0899819257183,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,16,558.815984765168,620.9299914623755,0.4425137670544915,456.8065658527625,110.74221602722028,4640.06332755497,0.1317259050234971,0,0.4139464628594698,1
132,54.694208136363635,25.29841521818182,11,0.0264958444412875,0,2,1,0,1,5,2,Žirmūnai,2.0,90.4684010211584,3414.4373553229652,43453.0,0.2329431132248033,0.57021675507591,0.1968401316992866,5.681409273017094,7648.278430911989,0.7461602624238627,11,415.15944224291655,399.65090388831993,0.7135985119582889,142.5607807701772,49.711085000578585,4502.487657784343,0.127820294618973,-1,0.38969504113805487,1
160,54.669575555555554,25.277593033333332,9,0.021701547361501,0,2,0,1,2,3,1,Naujamiestis,17.0,69.58345417887635,3206.382154219973,20857.0,0.255724122487824,0.6081565246599115,0.1361193528522644,4.89842788506261,4257.896714903543,0.7470964667250806,9,414.716971563336,431.89035667125313,0.2241289400175241,169.52177103268025,70.75857580417382,4302.32981345136,0.1221380503625766,-1,0.22269446678731503,0
152,54.73645252222222,25.225051011111113,9,0.0188975499623923,0,1,0,0,2,5,1,Pašilaičiai,7.0,73.03228267466366,3864.642920378779,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,9,476.2522135361859,105.07413763725772,0.4425137670544915,296.5056806373976,92.62617706391384,4154.462985417585,0.1179402861574992,1,0.34688510833444475,1
179,54.70876704285714,25.213989199999997,7,0.0188366944720726,1,1,0,0,0,4,1,Justiniškės,8.0,80.47725751299073,4272.366238795602,23351.0,0.2363450932990859,0.5186220442698497,0.2450328624310644,2.90271033955168,8044.550529835689,0.2334564301239184,7,371.6150946960595,136.3529195250358,0.409775475894265,17.236391897130595,21.2298664003768,3830.9583856712384,0.1087563735311802,1,0.2956757231674283,0
1,54.70946903,25.10137968,10,0.0217747876725767,0,1,0,0,5,1,3,Grigiškės,21.0,42.23402353220212,1939.5837133875664,10486.0,0.235561323815704,0.5648465745805136,0.1995921016037823,7.009228254469938,1496.027753599385,0.0,10,459.24672838918474,4334.265874014615,0.0,229.62336419459237,45.924672838918475,3792.4985434174814,0.1076645441378502,0,0.22723420268375483,0
174,54.711350679999995,25.24031102,5,0.0144374589710562,0,0,0,0,1,4,0,Šeškinė,5.0,80.85108336631818,5600.090952875163,31102.0,0.2077624052148463,0.5527471065584675,0.2394904882266861,4.46216580764561,6970.157842792147,0.7189901509724219,5,346.32133050724894,566.7546420014913,0.7051811738124631,64.09518406004003,35.53895128260268,3597.2844026632083,0.1021226457737624,0,0.35296491228168025,1
192,54.73005918571429,25.215911057142858,7,0.0190236869755656,0,0,0,0,0,7,0,Pašilaičiai,7.0,65.24503347497522,3429.67341497877,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,7,367.9623202900121,627.018892663935,0.4425137670544915,186.62967217076323,38.15137497505258,3296.5561967092426,0.0935853280048144,0,0.2940612265060169,0
139,54.67844362307692,25.251392669230768,13,0.0288653537906902,2,2,0,0,2,6,1,Naujamiestis,17.0,72.14708125646143,2499.4351976288845,20857.0,0.255724122487824,0.6081565246599115,0.1361193528522644,4.89842788506261,4257.896714903543,0.7470964667250806,13,450.366903321754,264.0215609062399,0.7470964667250806,355.3798888126046,171.0570154060908,3291.80274168296,0.0934503830436956,-1,0.24896311813095526,0
151,54.72953152608696,25.27048352173913,23,0.0524978803720898,2,4,0,0,4,11,0,Verkiai,1.0,37.09164425567637,706.5360352224036,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,21,438.1129264073644,15.386266595373693,0.0,25.132284550646556,22.85806572560162,3279.106863349227,0.0930899620870143,1,0.3734301112600349,1
147,54.72537072222222,25.221844633333333,9,0.0259455808471284,2,0,0,0,2,5,0,Pašilaičiai,7.0,63.728971333023566,2456.255333365448,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,9,346.8798811261186,780.3608602158623,0.3989095681579229,155.3004292906141,6.4621294655214845,3071.185204340952,0.0871873123226879,0,0.28333812900438154,0
119,54.690937705555555,25.256256838888888,18,0.0470540923878542,2,5,0,2,6,0,1,Žvėrynas,6.0,71.70818345647145,1523.952111654821,12089.0,0.3000692520775623,0.5484764542936288,0.1514542936288088,2.6207114544034837,4612.869524299329,0.8713488905968868,16,382.53845917653354,494.51028595680856,0.8713488905968867,38.25384591765335,125.90964266917447,2853.892626876248,0.0810186332765532,0,0.39100921279497997,1
104,54.69245935555555,25.303756641666663,36,0.1029118379692483,2,6,0,1,8,13,6,Senamiestis,16.0,55.17261144304637,536.115305408624,10158.0,0.2599523155841341,0.6226789971822845,0.1173686872335813,4.406772086999922,2305.0885771847225,0.8726525869713228,36,349.8139836036878,630.8580047248238,0.6423973770294067,123.1915997758711,40.76796066657336,2761.874593811108,0.0784063502475682,0,0.20378856888862695,0
92,54.665212881818185,25.274667072727276,11,0.0254487845330773,0,1,0,0,6,4,0,Naujininkai,19.0,35.273984358588315,1386.0773709149298,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,11,432.240682681825,404.8329616138045,0.1009380708316957,118.81662110340748,76.55762878582452,2657.2305739226576,0.0754356303991461,-1,0.20173689844037793,0
23,54.64846492,25.12223346,5,0.0121312909635635,0,1,0,0,0,4,0,Paneriai,20.0,31.38655788364943,2587.2397239435927,8807.0,0.2650714010034735,0.6221536086453107,0.1127749903512157,78.13199109836523,112.71951317498512,0.0581114355229927,5,412.1572893616656,1341.5433804151608,0.0581114355229927,0.0,82.43145787233311,2614.9074237059963,0.0742341262660823,0,0.17989696925415133,0
78,54.72312597647059,25.254832588235296,17,0.0435346795530704,1,2,0,0,4,9,1,Fabijoniškės,4.0,72.05397259405699,1655.093670925509,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,17,390.49328430857895,115.96269734004947,0.4401851461439665,254.13376458517016,186.92118142002028,2579.9219313550175,0.0732409295536025,1,0.4013505193811485,1
13,54.66230289999999,25.341964175,12,0.0287087246384665,0,2,0,0,3,7,0,Naujoji Vilnia,14.0,35.870971556277084,1249.4798012801295,36502.0,0.2709707064905227,0.5830672027570362,0.1459620907524411,38.65558284421724,944.2879220604116,0.0,12,417.9913998659952,53.58499156969861,0.0,104.4978499664988,69.6652333109992,2455.646948954597,0.0697129099183402,1,0.21179020483702657,0
194,54.66251038,25.28411776,5,0.0125245209496455,1,0,0,0,0,4,0,Naujininkai,19.0,32.89920418885264,2626.7834371568388,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,5,399.21686586675577,725.2465302824102,0.0,86.85809886020961,102.54603570330843,2442.2379659265935,0.0693322447635525,0,0.21571967105544113,0
39,54.778585027272726,25.342001827272725,11,0.0278670943607107,1,1,0,0,5,2,0,Verkiai,1.0,33.971985117058985,1219.0716648577277,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,9,394.7307838275632,406.6192110445784,0.0,179.42308355798326,35.88461671159665,2416.4885880829597,0.0686012504083457,-1,0.20960745657770516,0
173,54.66702716,25.28462688,5,0.0118478072080386,0,1,0,0,2,2,0,Naujininkai,19.0,34.5389330655822,2915.2173443663005,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,5,422.01902109004254,776.7452709507688,0.2943614628962172,195.57564927133748,49.071777407023546,2377.215428429143,0.0674863318968225,0,0.18760701160498752,0
154,54.718322435714285,25.237286942857143,14,0.0451940904243328,1,0,0,0,3,10,0,Šeškinė,5.0,78.22299625317295,1730.8235549986236,31102.0,0.2077624052148463,0.5527471065584675,0.2394904882266861,4.46216580764561,6970.157842792147,0.7189901509724219,14,309.77501413464245,3.804049419466661,0.6717251521334959,92.8162367624744,10.562425796322154,2351.5582776644624,0.06675795575921,1,0.3941464803159647,1
91,54.7311298,25.246457684848487,33,0.0979482847046392,1,4,1,1,15,10,1,Fabijoniškės,4.0,68.20091646728237,696.2951589498546,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,33,336.91248498644705,47.780836326798095,0.3385495510819686,78.93888006338673,35.59205531173297,2265.7404066144363,0.064321687990164,1,0.4823715705754763,1
145,54.718136314285715,25.214251985714284,21,0.0679357059856589,1,5,0,0,6,9,0,Justiniškės,8.0,75.98286214541343,1118.452528651918,23351.0,0.2363450932990859,0.5186220442698497,0.2450328624310644,2.90271033955168,8044.550529835689,0.2334564301239184,21,309.11579846440486,580.9468165941905,0.2780912560682481,144.25886050800383,61.32706570111148,2189.037243896961,0.0621441760008076,0,0.38644669376177143,1
97,54.67871164102564,25.302784433333333,39,0.1070988954261666,1,12,0,0,13,10,3,Senamiestis,16.0,56.20348851610225,524.781215459394,10158.0,0.2599523155841341,0.6226789971822845,0.1173686872335813,4.406772086999922,2305.0885771847225,0.8726525869713228,39,364.14941391142906,372.88385194347006,0.8726525869713226,141.82731118250018,109.54253277285297,2186.2628730624865,0.0620654148970804,-1,0.2531868113514219,0
73,54.69307970238095,25.21845031190476,42,0.1285010796482224,0,4,0,0,24,13,0,Karoliniškės,10.0,78.35722227324156,609.7787076011193,24448.0,0.2181765219924264,0.5360159793599933,0.2458074986475802,3.7638223321865,6495.524454204919,0.8197958688104301,41,326.84550289364824,209.59456969742212,0.8197958688104301,249.07262189640272,38.75891448252094,2074.1866121700364,0.0588837025247437,-1,0.564686354745884,1
149,54.71371009166666,25.23779340833333,12,0.0418984758508605,1,0,0,0,3,7,1,Šeškinė,5.0,76.5425470316835,1826.857552149155,31102.0,0.2077624052148463,0.5527471065584675,0.2394904882266861,4.46216580764561,6970.157842792147,0.7189901509724219,12,286.40659967475995,391.4884118603802,0.6985482048099964,92.53680169981784,20.385163005345618,2063.1401447766593,0.0585701063921082,-1,0.37490643700702053,1
98,54.715348822,25.247182074,100,0.3496274190499085,3,8,1,0,51,32,2,Šeškinė,5.0,76.51465686362471,218.84627090045936,31102.0,0.2077624052148463,0.5527471065584675,0.2394904882266861,4.46216580764561,6970.157842792147,0.7189901509724219,97,286.018757544085,40.9056774095669,0.7189901509724219,131.41892640532308,16.43374050329194,1973.336641036629,0.0560206912291324,1,0.534810182584451,1
201,54.723789120000006,25.32692428,5,0.013231931142955,1,1,0,0,0,3,0,Antakalnis,13.0,30.295221439812696,2289.5540426041744,39128.0,0.2847511312217194,0.549185520361991,0.1660633484162895,77.15186977248901,507.1555636355083,0.0,5,377.87379226668065,232.2903716503957,0.0,25.80045431276685,60.89496183998778,1937.353259297908,0.054999165618223,-1,0.21688284274631467,0
180,54.68801608,25.21488084,5,0.0177417041587497,0,1,0,0,0,3,1,Karoliniškės,10.0,75.11952071708667,4234.064554618327,24448.0,0.2181765219924264,0.5360159793599933,0.2458074986475802,3.7638223321865,6495.524454204919,0.8197958688104301,5,281.82185630314115,455.9374959656251,0.7152634804744651,162.6068263036065,96.35252378229428,1801.6937216321176,0.0511479519358632,0,0.38678948046848216,1
189,54.63427358333333,25.278204149999997,6,0.0179729840212095,0,0,0,0,0,5,1,Naujininkai,19.0,28.19747547054495,1568.881129436813,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,6,333.83438125352694,992.7887312077908,0.0,0.0,0.0,1792.297504515696,0.050881204455046,0,0.18651828851389507,0
144,54.7211171875,25.2237353625,8,0.0292909377007359,1,1,0,0,2,4,0,Justiniškės,8.0,73.39450848268189,2505.7070289981853,23351.0,0.2363450932990859,0.5186220442698497,0.2450328624310644,2.90271033955168,8044.550529835689,0.2334564301239184,8,273.12201752417815,461.4770146696252,0.345533809519598,184.24931665479585,48.6012350204775,1726.9175959283798,0.0490251462461258,0,0.2739870880115924,0
48,54.723862,25.19004876,5,0.0233034636043515,1,0,0,0,1,2,1,Justiniškės,8.0,69.18327460511458,2968.797934063152,23351.0,0.2363450932990859,0.5186220442698497,0.2450328624310644,2.90271033955168,8044.550529835689,0.2334564301239184,5,214.56037973112035,1593.4990218189273,0.2334564301239183,18.87128393423615,5.997661150368929,1703.220830269374,0.0483524231209854,0,0.24327740955356036,0
60,54.7324709,25.29799474,5,0.0139956048160962,0,1,1,0,0,3,0,Antakalnis,13.0,28.81250170771632,2058.6821424522764,39128.0,0.2847511312217194,0.549185520361991,0.1660633484162895,77.15186977248901,507.1555636355083,0.0,5,357.2550143920577,674.9541943612707,0.0,0.0,71.45100287841154,1591.8097125825984,0.04518959337687,0,0.19083840764186186,0
163,54.71018725625,25.247409275,16,0.0667655109886696,2,0,0,0,2,11,1,Šeškinė,5.0,73.17984480541148,1096.0725638395909,31102.0,0.2077624052148463,0.5527471065584675,0.2394904882266861,4.46216580764561,6970.157842792147,0.7189901509724219,16,239.64468725050676,560.2952587536249,0.7189901509724219,77.62691600333427,33.8507413873581,1436.1743683095874,0.0407712901920277,0,0.37320347970461754,1
172,54.74056431875,25.23929055625,16,0.0593106639018724,0,0,0,0,0,16,0,Fabijoniškės,4.0,63.37233580216813,1068.4813089770105,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,16,269.7659905893397,627.7390222005424,0.3586460471446173,65.26308849388388,7.115434001522741,1433.528074666262,0.0406961650481412,0,0.3502655407372704,1
123,54.64038535555555,25.267749344444447,18,0.0545370813297266,0,3,0,0,0,11,4,Naujininkai,19.0,27.925384190579745,512.0439801636106,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,18,330.05066573279777,533.9199306878742,0.0,11.344103886982884,55.79841820533271,1431.5608213999385,0.0406403170567188,0,0.26704190742925976,0
102,54.7295351,25.228659088235293,17,0.0568000829617811,2,2,0,0,5,8,0,Pašilaičiai,7.0,60.307112762733496,1061.74339222906,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,17,299.29533749869233,400.0141639026442,0.4425137670544915,223.61289974147712,10.563364852895024,1407.8811245756983,0.0399680784955915,-1,0.3572149962357637,1
87,54.733883176470584,25.253137188235293,17,0.0656769418836586,0,3,0,0,5,8,1,Fabijoniškės,4.0,62.58683289435047,952.9498648889286,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,17,258.8427462124246,374.50096622341425,0.2763119975159336,58.31001092445044,44.784064280940534,1338.125772470502,0.0379878066247911,-1,0.38555661657937057,1
106,54.73490004782609,25.245138091304348,23,0.0864652740935444,1,2,0,0,2,17,1,Fabijoniškės,4.0,63.10171632525599,729.7925899938509,37001.0,0.2531130529765155,0.541589295466958,0.2052976515565265,6.020352359924375,6145.985780882897,0.3385495510819686,23,266.0027420385776,102.39526450745424,0.3385495510819686,65.71306665977062,36.23351402909837,1315.288393849144,0.0373394804803184,1,0.4207966171096502,1
128,54.72257729583333,25.215893579166664,24,0.1171103916176192,4,0,0,0,3,17,0,Justiniškės,8.0,68.49109149985108,584.8421353032742,23351.0,0.2363450932990859,0.5186220442698497,0.2450328624310644,2.90271033955168,8044.550529835689,0.2334564301239184,24,204.93484539239824,774.3136522800237,0.29173160965881,108.28056741317832,25.7332076028554,1289.241229306347,0.0366000323132384,0,0.2319092840788538,0
82,54.724216005882354,25.29685712941177,34,0.1524136342827712,2,1,0,0,9,20,2,Žirmūnai,2.0,76.6555456509124,502.94414939738454,43453.0,0.2329431132248033,0.57021675507591,0.1968401316992866,5.681409273017094,7648.278430911989,0.7461602624238627,34,223.07715553137595,55.2768091343552,0.7461602624238627,271.13836614200284,1.9683278429239053,1272.9045891241708,0.0361362544375657,1,0.45979934879889856,1
84,54.74430704583333,25.278428154166665,24,0.0731902695705498,4,3,0,0,4,13,0,Verkiai,1.0,29.167002250806533,398.5092884880248,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,24,327.91244165135697,435.3444947171753,0.0,84.2904953522208,28.13885365817824,1171.7239209615154,0.0332638550447688,-1,0.4019585375011729,1
184,54.63030948181818,25.26119456363637,11,0.0353033682510135,0,0,0,0,1,10,0,Naujininkai,19.0,26.59749720486849,753.3982881110761,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,11,311.5850000993661,1655.8441568059022,0.0,189.5055588941416,2.1228780490071704,1159.430784021047,0.0329148674394823,0,0.19382104313415108,0
155,54.722620600000006,25.33724398,10,0.027669121733393,1,2,0,0,0,7,0,Antakalnis,13.0,29.11155839244592,1052.1316387614895,39128.0,0.2847511312217194,0.549185520361991,0.1660633484162895,77.15186977248901,507.1555636355083,0.0,10,361.4137122368908,67.67317226200356,0.0,16.32102057465562,215.53264154422897,1053.88144896401,0.0299184467651242,1,0.25616823826520674,0
71,54.714197223939394,25.293288224090908,660,3.8977172690446023,9,90,5,0,253,256,40,Žirmūnai,2.0,72.79051807808483,18.675166271340927,43453.0,0.2329431132248033,0.57021675507591,0.1968401316992866,5.681409273017094,7648.278430911989,0.7461602624238627,653,169.32988065647393,602.2117370766522,0.7461602624238627,64.90978758498167,23.090438271337355,1004.8383248901366,0.0285261705292706,0,0.19089051382463867,0
17,54.75284332745098,25.26349087450981,51,0.1744313355869501,1,3,0,0,5,25,17,Verkiai,1.0,26.61172759298071,152.56276920333138,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,51,292.3786590774434,103.24120740565856,0.0,28.66457441935719,17.198744651614316,1002.6881161590976,0.0284651286487852,1,0.4598025478504105,1
129,54.65131250116279,25.274800987209304,86,0.3156773247528391,1,5,0,0,38,29,13,Naujininkai,19.0,23.78182270036639,75.33585986572356,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,86,272.4300836854027,342.09934785534557,0.0,49.09909175453794,11.244820860074888,969.7418174139092,0.0275298222288033,-1,0.37846459078196865,1
170,54.663852764285714,25.241747028571428,14,0.0502814989767113,0,1,0,0,3,8,1,Vilkpėdė,18.0,33.7916800488125,672.0499733801427,19310.0,0.2016750932025943,0.6008886165160104,0.1974362902813952,10.747060251439992,1796.7704235595652,0.1493562033409003,13,278.43243111117926,510.07300050146335,0.1493562033409003,144.9938956495842,9.806140430850816,928.6358417798682,0.0263628722412649,0,0.19086460301247482,0
59,54.62686888,25.24666726,5,0.0177546725065811,0,1,0,0,1,2,1,Naujininkai,19.0,24.442392971230355,1376.6738283778725,30129.0,0.2088405756911899,0.6341199633953578,0.1570394609134522,44.252349054898126,680.8452125925083,0.0,5,281.6160083012884,2488.7465835849775,0.0,56.32320166025768,56.32320166025768,922.831108682622,0.0261980827402006,0,0.20458333380435983,0
65,54.710693979999995,25.39479114,5,0.0165583006193084,0,0,0,0,0,5,0,Antakalnis,13.0,24.836415655224457,1499.9374770538386,39128.0,0.2847511312217194,0.549185520361991,0.1660633484162895,77.15186977248901,507.1555636355083,0.0,5,301.96335451052084,2222.2753628903533,0.0,0.0,0.0,888.6250136068854,0.0252270121937247,0,0.17301842868426132,0
67,54.68025528662552,25.27492976075103,1944,7.2579210308568065,66,702,32,31,596,298,200,Senamiestis,16.0,49.278149964128495,6.789568218588229,10158.0,0.2599523155841341,0.6226789971822845,0.1173686872335813,4.406772086999922,2305.0885771847225,0.8726525869713228,1925,267.84529505558817,256.9620382984513,0.8726525869713228,82.11717893679555,96.72191210340684,838.974357552574,0.0238174888441348,-1,0.22363350751150796,0
49,54.76323782173913,25.28462196086957,23,0.0854175030269274,1,0,0,0,1,21,0,Verkiai,1.0,24.94964530547949,292.09054843963594,50754.0,0.277248058779327,0.5928195708441178,0.129932370376555,55.92561494759497,907.5269006439888,0.0,23,269.26565615889496,1014.9386188308656,0.0,11.707202441691084,0.0,836.2890075537791,0.023741254936551,0,0.23734180445797232,0
81,54.674152955,25.21281133,20,0.0616568657708308,2,2,0,0,9,6,0,Lazdynai,11.0,41.285999087441766,669.6091111879665,23932.0,0.2434296365330848,0.5691829760795278,0.1873873873873874,9.95551425327569,2403.8939015255382,0.1743439950603415,19,324.3758785004895,388.7284882353334,0.1743439950603415,270.8917692826911,63.976913760255286,829.1114517576957,0.0235374926241961,-1,0.3121640151721332,1
53,54.73248147499999,25.185581,12,0.0579998362647368,0,0,3,0,2,6,0,Pašilaičiai,7.0,53.66265314912136,925.2207696618552,40384.0,0.3069339905415307,0.557894269410955,0.1351717400475143,8.082061121193773,4996.7451859650155,0.4425137670544916,11,206.89713579925836,2296.9206374323576,0.4425137670544916,34.48285596654306,0.0,825.4402334048928,0.0234332710810999,0,0.2580296285155281,0
143,54.707096868181814,25.270063559090907,22,0.0984351035224566,2,2,0,0,6,9,2,Šnipiškės,3.0,57.43704352327104,583.501631713808,14652.0,0.2250902961714423,0.6276908259089815,0.1472188779195762,3.1264068279410937,4686.53019468011,0.690080065183502,21,223.4975045765153,271.1561770618233,0.7012885605591098,211.73225902009736,53.27736198960801,819.8619627990042,0.0232749105820819,-1,0.2381302075602322,0
