seniunija,0
Antakalnis,1
Fabijoniškės,1
Žirmūnai,1
Šnipiškės,1
Šeškinė,1
Viršuliškės,1
Vilkpėdė,1
Verkiai,1
Senamiestis,1
Rasos,1
Pilaitė,1
Pašilaičiai,1
Paneriai,1
Naujoji Vilnia,1
Naujininkai,1
Naujamiestis,1
Karoliniškės,1
Justiniškės,1
Grigiškės,1
Žvėrynas,1
